10,3340
20,5650
20,567
20,567
40,2718
40,3179
100,15334
100,349
200,888
300,1013
300,901
1,100
1,32
1,33
1,50
1,50
100,350
100,334
100,333
100,303
100,366
300,983
300,1097
300,850
300,910
300,904
1,366
1,284
1,263
1,300
1,234
1,234
1,266
1,250
1,317
1,233
1,272
1,225
1,250
1,316
1,284
1,253
1,300
1,251
1,250
1,268
